generation_id,plant_id,generation_date,generated_energy_kwh,expected_energy_kwh,availability_rate,measurement_status,source_updated_at,extracted_at,batch_id
GEN-PLANT-005-2026-03-20,PLANT-005,2026-03-20,19649.04,19840,0.9865,FINAL,2026-03-21T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-20,PLANT-006,2026-03-20,5062.1,5544,0.923,FINAL,2026-03-21T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-20,PLANT-007,2026-03-20,7918.7,8272,0.9286,FINAL,2026-03-21T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-20,PLANT-008,2026-03-20,2099.99,2200,0.9358,FINAL,2026-03-21T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-21,PLANT-001,2026-03-21,5706.12,6380,0.9364,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-21,PLANT-002,2026-03-21,8648.01,9240,0.9676,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-21,PLANT-003,2026-03-21,3800.69,4312,0.9917,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-21,PLANT-004,2026-03-21,9931.19,10850,0.9868,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-21,PLANT-005,2026-03-21,17119.65,19840,0.9288,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-21,PLANT-006,2026-03-21,4974.15,5544,0.9159,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-21,PLANT-007,2026-03-21,7150.83,8272,0.9315,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-21,PLANT-008,2026-03-21,1867.39,2200,0.953,FINAL,2026-03-22T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-22,PLANT-001,2026-03-22,5196.19,6380,0.9148,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-22,PLANT-002,2026-03-22,7798.09,9240,0.9292,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-22,PLANT-003,2026-03-22,3898.46,4312,0.9292,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-22,PLANT-004,2026-03-22,9318.96,10850,0.9557,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-22,PLANT-005,2026-03-22,19111.72,19840,0.956,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-22,PLANT-006,2026-03-22,4932.07,5544,0.9449,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-22,PLANT-007,2026-03-22,7800.81,8272,0.9237,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-22,PLANT-008,2026-03-22,2007.96,2200,0.9902,FINAL,2026-03-23T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-23,PLANT-001,2026-03-23,6316.46,6380,0.9377,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-23,PLANT-002,2026-03-23,8847.56,9240,0.9762,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-23,PLANT-003,2026-03-23,4189.55,4312,0.9228,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-23,PLANT-004,2026-03-23,9510.22,10850,0.9233,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-23,PLANT-005,2026-03-23,17390.86,19840,0.9256,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-23,PLANT-006,2026-03-23,5475.73,5544,0.9707,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-23,PLANT-007,2026-03-23,8000.72,8272,0.9845,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-23,PLANT-008,2026-03-23,2040.89,2200,0.9348,FINAL,2026-03-24T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-24,PLANT-001,2026-03-24,5675.65,6380,0.9365,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-24,PLANT-002,2026-03-24,8987.84,9240,0.9522,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-24,PLANT-003,2026-03-24,3988.17,4312,0.9865,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-24,PLANT-004,2026-03-24,10778.24,10850,0.9426,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-24,PLANT-005,2026-03-24,17185.97,19840,0.966,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-24,PLANT-006,2026-03-24,5689.63,5544,0.9691,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-24,PLANT-007,2026-03-24,7671.73,8272,0.9771,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-24,PLANT-008,2026-03-24,2010.49,2200,0.9447,FINAL,2026-03-25T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-25,PLANT-001,2026-03-25,5159.9,6380,0.9136,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-25,PLANT-002,2026-03-25,8290.51,9240,0.9144,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-25,PLANT-003,2026-03-25,3588.96,4312,0.9138,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-25,PLANT-004,2026-03-25,9093.88,10850,0.9405,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-25,PLANT-005,2026-03-25,18167.21,19840,0.9677,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-25,PLANT-006,2026-03-25,5678.34,5544,0.9697,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-25,PLANT-007,2026-03-25,8589.19,8272,0.9873,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-25,PLANT-008,2026-03-25,2053.78,2200,0.931,FINAL,2026-03-26T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-26,PLANT-001,2026-03-26,5757.21,6380,0.9788,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-26,PLANT-002,2026-03-26,9094.05,9240,0.9405,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-26,PLANT-003,2026-03-26,3946.75,4312,0.9235,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-26,PLANT-004,2026-03-26,10351.21,10850,0.962,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-26,PLANT-005,2026-03-26,17799.23,19840,0.9362,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-26,PLANT-006,2026-03-26,5573.2,5544,0.9872,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-26,PLANT-007,2026-03-26,7263.44,8272,0.9723,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-26,PLANT-008,2026-03-26,2034.58,2200,0.9563,FINAL,2026-03-27T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-27,PLANT-001,2026-03-27,5577.14,6380,0.9302,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-27,PLANT-002,2026-03-27,8526.94,9240,0.9636,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-27,PLANT-003,2026-03-27,3573.94,4312,0.9103,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-27,PLANT-004,2026-03-27,10027.56,10850,0.9407,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-27,PLANT-005,2026-03-27,18924.1,19840,0.9391,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-27,PLANT-006,2026-03-27,5144.17,5544,0.9548,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-27,PLANT-007,2026-03-27,8319.62,8272,0.9866,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-27,PLANT-008,2026-03-27,2198.37,2200,0.9461,FINAL,2026-03-28T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-28,PLANT-001,2026-03-28,5996.73,6380,0.9403,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-28,PLANT-002,2026-03-28,8107.6,9240,0.9623,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-28,PLANT-003,2026-03-28,3855.9,4312,0.9381,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-28,PLANT-004,2026-03-28,9327.9,10850,0.9381,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-28,PLANT-005,2026-03-28,17032.01,19840,0.92,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-28,PLANT-006,2026-03-28,4862.18,5544,0.9424,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-28,PLANT-007,2026-03-28,8065.18,8272,0.9801,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-28,PLANT-008,2026-03-28,1850.97,2200,0.9448,FINAL,2026-03-29T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-29,PLANT-001,2026-03-29,6166.33,6380,0.9253,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-29,PLANT-002,2026-03-29,7816.57,9240,0.9395,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-29,PLANT-003,2026-03-29,3970.22,4312,0.9941,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-29,PLANT-004,2026-03-29,9542.4,10850,0.9427,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-29,PLANT-005,2026-03-29,20421.78,19840,0.9771,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-29,PLANT-006,2026-03-29,4807.68,5544,0.9112,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-29,PLANT-007,2026-03-29,7811.01,8272,0.9103,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-29,PLANT-008,2026-03-29,1961.62,2200,0.941,FINAL,2026-03-30T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-30,PLANT-001,2026-03-30,5772.98,6380,0.9348,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-30,PLANT-002,2026-03-30,8054.44,9240,0.9534,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-30,PLANT-003,2026-03-30,3938.01,4312,0.9501,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-30,PLANT-004,2026-03-30,10374.6,10850,0.9432,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-30,PLANT-005,2026-03-30,17689.49,19840,0.9388,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-30,PLANT-006,2026-03-30,5603.81,5544,0.9597,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-30,PLANT-007,2026-03-30,7996.83,8272,0.9675,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-30,PLANT-008,2026-03-30,2158.91,2200,0.9929,FINAL,2026-03-31T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-03-31,PLANT-001,2026-03-31,6495.44,6380,0.9768,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-03-31,PLANT-002,2026-03-31,8678.06,9240,0.9686,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-03-31,PLANT-003,2026-03-31,3715.62,4312,0.9598,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-03-31,PLANT-004,2026-03-31,10888.82,10850,0.9696,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-03-31,PLANT-005,2026-03-31,18099.16,19840,0.9507,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-03-31,PLANT-006,2026-03-31,4888.78,5544,0.981,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-03-31,PLANT-007,2026-03-31,8354.26,8272,0.9603,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-03-31,PLANT-008,2026-03-31,2022.12,2200,0.9632,FINAL,2026-04-01T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-01,PLANT-001,2026-04-01,5672.62,6380,0.9619,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-01,PLANT-002,2026-04-01,7851.28,9240,0.9255,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-01,PLANT-003,2026-04-01,3850.6,4312,0.9439,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-01,PLANT-004,2026-04-01,10112.56,10850,0.9662,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-01,PLANT-005,2026-04-01,19324.11,19840,0.9583,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-01,PLANT-006,2026-04-01,4724.93,5544,0.9384,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-01,PLANT-007,2026-04-01,7282.43,8272,0.9617,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-01,PLANT-008,2026-04-01,1986.23,2200,0.9707,FINAL,2026-04-02T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-02,PLANT-001,2026-04-02,6184.22,6380,0.9353,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-02,PLANT-002,2026-04-02,8743.92,9240,0.9449,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-02,PLANT-003,2026-04-02,3885.1,4312,0.9886,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-02,PLANT-004,2026-04-02,10381.91,10850,0.9836,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-02,PLANT-005,2026-04-02,20666.74,19840,0.9934,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-02,PLANT-006,2026-04-02,4550.46,5544,0.9236,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-02,PLANT-007,2026-04-02,7219.62,8272,0.9864,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-02,PLANT-008,2026-04-02,2078.88,2200,0.9671,FINAL,2026-04-03T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-03,PLANT-001,2026-04-03,6131.3,6380,0.9119,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-03,PLANT-002,2026-04-03,8061.9,9240,0.9308,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-03,PLANT-003,2026-04-03,3935.37,4312,0.9324,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-03,PLANT-004,2026-04-03,10291.67,10850,0.9286,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-03,PLANT-005,2026-04-03,19970.56,19840,0.984,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-03,PLANT-006,2026-04-03,5312.97,5544,0.9312,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-03,PLANT-007,2026-04-03,7344.03,8272,0.9776,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-03,PLANT-008,2026-04-03,1910.04,2200,0.9302,FINAL,2026-04-04T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-04,PLANT-001,2026-04-04,5370.41,6380,0.952,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-04,PLANT-002,2026-04-04,8539.64,9240,0.9181,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-04,PLANT-003,2026-04-04,3641.46,4312,0.9373,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-04,PLANT-004,2026-04-04,9481.87,10850,0.9835,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-04,PLANT-005,2026-04-04,18396.37,19840,0.989,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-04,PLANT-006,2026-04-04,4736.3,5544,0.939,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-04,PLANT-007,2026-04-04,7383.84,8272,0.975,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-04,PLANT-008,2026-04-04,1925.72,2200,0.9719,FINAL,2026-04-05T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-05,PLANT-001,2026-04-05,5768.06,6380,0.9137,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-05,PLANT-002,2026-04-05,9411.54,9240,0.9703,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-05,PLANT-003,2026-04-05,3827.84,4312,0.9264,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-05,PLANT-004,2026-04-05,9146.06,10850,0.9217,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-05,PLANT-005,2026-04-05,18970.17,19840,0.9561,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-05,PLANT-006,2026-04-05,4555.77,5544,0.9251,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-05,PLANT-007,2026-04-05,8173.26,8272,0.9933,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-05,PLANT-008,2026-04-05,1919.39,2200,0.9319,FINAL,2026-04-06T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-06,PLANT-001,2026-04-06,6573.89,6380,0.9791,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-06,PLANT-002,2026-04-06,8754.67,9240,0.9195,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-06,PLANT-003,2026-04-06,4241.94,4312,0.9841,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-06,PLANT-004,2026-04-06,10416.44,10850,0.9675,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-06,PLANT-005,2026-04-06,19596.46,19840,0.9721,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-06,PLANT-006,2026-04-06,4813.27,5544,0.9568,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-06,PLANT-007,2026-04-06,8127.38,8272,0.9418,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-06,PLANT-008,2026-04-06,2010.02,2200,0.9483,FINAL,2026-04-07T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-07,PLANT-001,2026-04-07,5441.99,6380,0.9156,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-07,PLANT-002,2026-04-07,9235.24,9240,0.9757,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-07,PLANT-003,2026-04-07,3917.72,4312,0.9371,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-07,PLANT-004,2026-04-07,10800.93,10850,0.9722,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-07,PLANT-005,2026-04-07,19808.28,19840,0.9522,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-07,PLANT-006,2026-04-07,4898.74,5544,0.99,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-07,PLANT-007,2026-04-07,7009.6,8272,0.9614,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-07,PLANT-008,2026-04-07,2092.33,2200,0.9271,FINAL,2026-04-08T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-001-2026-04-08,PLANT-001,2026-04-08,6135.78,6380,0.9537,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-002-2026-04-08,PLANT-002,2026-04-08,8212.05,9240,0.9441,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-003-2026-04-08,PLANT-003,2026-04-08,3849.01,4312,0.9763,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-004-2026-04-08,PLANT-004,2026-04-08,9037.26,10850,0.9101,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-005-2026-04-08,PLANT-005,2026-04-08,18128.02,19840,0.9819,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-006-2026-04-08,PLANT-006,2026-04-08,5326.36,5544,0.9558,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-007-2026-04-08,PLANT-007,2026-04-08,8336.39,8272,0.9916,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
GEN-PLANT-008-2026-04-08,PLANT-008,2026-04-08,1961.82,2200,0.9584,FINAL,2026-04-09T06:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
