invoice_id,contract_id,reference_month,issue_date,due_date,energy_consumed_kwh,energy_compensated_kwh,gross_amount_brl,discount_amount_brl,net_amount_brl,status,paid_at,source_updated_at,extracted_at,batch_id
INV-000875,CONTRACT-000129,2026-08-01,2026-09-01,2026-09-10,677.55,498.03,691.9,132.64,559.26,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000876,CONTRACT-000130,2026-08-01,2026-09-01,2026-09-10,308.65,250.19,345.13,39.34,305.79,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000877,CONTRACT-000131,2026-08-01,2026-09-01,2026-09-10,1007.88,972.9,1002.41,127.71,874.7,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000878,CONTRACT-000132,2026-08-01,2026-09-01,2026-09-10,1079.21,751.07,1069.46,179.99,889.47,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000879,CONTRACT-000133,2026-08-01,2026-09-01,2026-09-10,997.64,730.64,992.78,125.19,867.59,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000880,CONTRACT-000134,2026-08-01,2026-09-01,2026-09-10,1035.41,936.69,1028.29,110.95,917.34,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000881,CONTRACT-000135,2026-08-01,2026-09-01,2026-09-10,309.16,234.29,345.61,68.33,277.28,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000882,CONTRACT-000136,2026-08-01,2026-09-01,2026-09-10,1126.16,869.95,1113.59,140.76,972.83,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000883,CONTRACT-000137,2026-08-01,2026-09-01,2026-09-10,1162.02,959.61,1147.3,121.38,1025.92,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000884,CONTRACT-000138,2026-08-01,2026-09-01,2026-09-10,291.44,241.33,328.95,49.47,279.48,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000885,CONTRACT-000139,2026-08-01,2026-09-01,2026-09-10,322.43,226.26,358.08,59.76,298.32,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000886,CONTRACT-000140,2026-08-01,2026-09-01,2026-09-10,413.26,413.26,443.46,56.63,386.83,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000887,CONTRACT-000141,2026-08-01,2026-09-01,2026-09-10,654.27,528.1,670.01,95.28,574.73,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000888,CONTRACT-000142,2026-08-01,2026-09-01,2026-09-10,714.3,493.53,726.44,104.24,622.2,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000889,CONTRACT-000143,2026-08-01,2026-09-01,2026-09-10,244.37,244.09,284.71,40.69,244.02,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000890,CONTRACT-000144,2026-08-01,2026-09-01,2026-09-10,967.56,823.81,964.51,122.49,842.02,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000891,CONTRACT-000146,2026-08-01,2026-09-01,2026-09-10,951.53,721.21,949.44,95.04,854.4,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000892,CONTRACT-000147,2026-08-01,2026-09-01,2026-09-10,514.77,377.14,538.88,71.94,466.94,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000893,CONTRACT-000148,2026-08-01,2026-09-01,2026-09-10,439.4,329.42,468.04,86.92,381.12,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000894,CONTRACT-000149,2026-08-01,2026-09-01,2026-09-10,1032.46,879.62,1025.51,183.36,842.15,OPEN,NULL,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000895,CONTRACT-000150,2026-08-01,2026-09-01,2026-09-10,318.27,278.37,354.17,56.53,297.64,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000005,CONTRACT-000005,2026-03-01,2026-04-02,2026-04-12,581.45,526.4,601.56,90.23,511.33,PAID,2026-04-09T13:00:00Z,2026-08-29T17:45:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-LATE-001,CONTRACT-000151,2026-07-01,2026-08-02,2026-08-12,410,350,440.4,66.06,374.34,PAID,2026-08-10T14:00:00Z,2026-08-31T19:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-ERR-AMOUNT,CONTRACT-000020,2026-08-01,2026-09-01,2026-09-10,520,450,543.8,81.57,499.99,OPEN,NULL,2026-09-01T08:05:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-ERR-PAID,CONTRACT-000021,2026-08-01,2026-09-01,2026-09-10,610,530,628.4,94.26,534.14,PAID,NULL,2026-09-01T08:10:00Z,2026-09-01T10:00:00Z,batch-20260901-001
INV-000751,CONTRACT-000001,2026-08-01,2026-09-01,2026-09-10,1008.5,1008.5,1002.99,125.27,877.72,PAID,2026-09-08T13:00:00Z,2026-09-01T08:00:00Z,2026-09-01T10:00:00Z,batch-20260901-001
