invoice_id,contract_id,reference_month,issue_date,due_date,energy_consumed_kwh,energy_compensated_kwh,gross_amount_brl,discount_amount_brl,net_amount_brl,status,paid_at,source_updated_at,extracted_at,batch_id
INV-000121,CONTRACT-000121,2026-03-01,2026-04-02,2026-04-12,621.75,606.62,639.44,70.98,568.46,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000122,CONTRACT-000122,2026-03-01,2026-04-02,2026-04-12,929.75,900.09,928.96,154.02,774.94,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000123,CONTRACT-000123,2026-03-01,2026-04-02,2026-04-12,343.24,273.15,377.65,66.39,311.26,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000124,CONTRACT-000124,2026-03-01,2026-04-02,2026-04-12,872.23,719.32,874.9,88.54,786.36,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000125,CONTRACT-000125,2026-03-01,2026-04-02,2026-04-12,272.06,208.34,310.74,58.64,252.1,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000126,CONTRACT-000126,2026-03-01,2026-04-02,2026-04-12,1104.85,789.09,1093.56,155.94,937.62,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000127,CONTRACT-000127,2026-03-01,2026-04-02,2026-04-12,681.4,566.52,695.52,74.42,621.1,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000128,CONTRACT-000128,2026-03-01,2026-04-02,2026-04-12,664.66,484.96,679.78,135.89,543.89,OPEN,NULL,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000129,CONTRACT-000129,2026-03-01,2026-04-02,2026-04-12,792.33,514.63,799.79,153.32,646.47,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000130,CONTRACT-000130,2026-03-01,2026-04-02,2026-04-12,380.64,287.15,412.8,47.06,365.74,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000131,CONTRACT-000131,2026-03-01,2026-04-02,2026-04-12,1093.66,805.03,1083.04,137.98,945.06,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000132,CONTRACT-000132,2026-03-01,2026-04-02,2026-04-12,990.93,760.91,986.47,166.02,820.45,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000133,CONTRACT-000133,2026-03-01,2026-04-02,2026-04-12,951.38,686.97,949.3,119.71,829.59,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000134,CONTRACT-000134,2026-03-01,2026-04-02,2026-04-12,1095.33,996.58,1084.61,117.03,967.58,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000135,CONTRACT-000135,2026-03-01,2026-04-02,2026-04-12,296.92,236.18,334.1,66.05,268.05,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000136,CONTRACT-000136,2026-03-01,2026-04-02,2026-04-12,928.14,925.58,927.45,117.23,810.22,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000137,CONTRACT-000137,2026-03-01,2026-04-02,2026-04-12,1259.72,848.08,1239.14,131.1,1108.04,OPEN,NULL,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000138,CONTRACT-000138,2026-03-01,2026-04-02,2026-04-12,262.27,250.24,301.53,45.35,256.18,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000139,CONTRACT-000139,2026-03-01,2026-04-02,2026-04-12,235.26,225.69,276.14,46.09,230.05,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000140,CONTRACT-000140,2026-03-01,2026-04-02,2026-04-12,481.17,358.82,507.3,64.78,442.52,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000141,CONTRACT-000141,2026-03-01,2026-04-02,2026-04-12,643.93,567.33,660.29,93.89,566.4,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000142,CONTRACT-000142,2026-03-01,2026-04-02,2026-04-12,726.17,505.76,737.6,105.85,631.75,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000143,CONTRACT-000143,2026-03-01,2026-04-02,2026-04-12,303.79,227.56,340.56,48.67,291.89,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000144,CONTRACT-000144,2026-03-01,2026-04-02,2026-04-12,871.15,737.99,873.88,110.98,762.9,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000145,CONTRACT-000145,2026-03-01,2026-04-02,2026-04-12,343.6,266.06,377.98,56.13,321.85,OPEN,NULL,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000146,CONTRACT-000146,2026-03-01,2026-04-02,2026-04-12,1034.18,686.42,1027.13,102.82,924.31,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000147,CONTRACT-000147,2026-03-01,2026-04-02,2026-04-12,435.09,357.61,463.98,61.94,402.04,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000148,CONTRACT-000148,2026-03-01,2026-04-02,2026-04-12,454.34,380.14,482.08,89.52,392.56,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000149,CONTRACT-000149,2026-03-01,2026-04-02,2026-04-12,1262.77,1005.39,1242,222.07,1019.93,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000150,CONTRACT-000150,2026-03-01,2026-04-02,2026-04-12,347.09,295.52,381.26,60.85,320.41,PAID,2026-04-09T13:00:00Z,2026-04-05T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000151,CONTRACT-000001,2026-04-01,2026-05-03,2026-05-13,1168.04,845.62,1152.96,144,1008.96,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000152,CONTRACT-000002,2026-04-01,2026-05-03,2026-05-13,837.04,610.63,841.82,117.94,723.88,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000153,CONTRACT-000003,2026-04-01,2026-05-03,2026-05-13,338.27,310.24,372.97,39.16,333.81,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000154,CONTRACT-000004,2026-04-01,2026-05-03,2026-05-13,1270,1087.77,1248.8,159.22,1089.58,OPEN,NULL,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000155,CONTRACT-000005,2026-04-01,2026-05-03,2026-05-13,554.39,509.81,576.13,114.3,461.83,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000156,CONTRACT-000006,2026-04-01,2026-05-03,2026-05-13,460.32,380.7,487.7,90.66,397.04,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000157,CONTRACT-000007,2026-04-01,2026-05-03,2026-05-13,552.84,443.42,574.67,86.03,488.64,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000158,CONTRACT-000008,2026-04-01,2026-05-03,2026-05-13,222.77,205.67,264.4,42.3,222.1,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000159,CONTRACT-000009,2026-04-01,2026-05-03,2026-05-13,635.62,429.25,652.48,113.79,538.69,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000160,CONTRACT-000010,2026-04-01,2026-05-03,2026-05-13,667.31,491.43,682.27,75.25,607.02,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000161,CONTRACT-000011,2026-04-01,2026-05-03,2026-05-13,683.65,515.96,697.63,75.34,622.29,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000162,CONTRACT-000012,2026-04-01,2026-05-03,2026-05-13,861.15,751.88,864.48,106.68,757.8,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000163,CONTRACT-000013,2026-04-01,2026-05-03,2026-05-13,607.5,514.2,626.05,64.04,562.01,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000164,CONTRACT-000014,2026-04-01,2026-05-03,2026-05-13,1113.5,1013.78,1101.69,114.47,987.22,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000165,CONTRACT-000015,2026-04-01,2026-05-03,2026-05-13,602.08,513.62,620.96,66.44,554.52,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000166,CONTRACT-000016,2026-04-01,2026-05-03,2026-05-13,501.14,397.72,526.07,72.97,453.1,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000167,CONTRACT-000017,2026-04-01,2026-05-03,2026-05-13,1077.23,955.55,1067.6,197.72,869.88,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000168,CONTRACT-000018,2026-04-01,2026-05-03,2026-05-13,472.99,443.56,499.61,88.53,411.08,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000169,CONTRACT-000019,2026-04-01,2026-05-03,2026-05-13,600.69,452.99,619.65,114.08,505.57,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000170,CONTRACT-000020,2026-04-01,2026-05-03,2026-05-13,854.58,560.62,858.31,108.92,749.39,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000171,CONTRACT-000021,2026-04-01,2026-05-03,2026-05-13,465.95,403.59,492.99,49.94,443.05,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000172,CONTRACT-000022,2026-04-01,2026-05-03,2026-05-13,883.89,674.16,885.86,139.43,746.43,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000173,CONTRACT-000023,2026-04-01,2026-05-03,2026-05-13,410.67,365.96,441.03,57.55,383.48,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000174,CONTRACT-000024,2026-04-01,2026-05-03,2026-05-13,262.58,191.5,301.83,57.02,244.81,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000175,CONTRACT-000025,2026-04-01,2026-05-03,2026-05-13,1011.19,901.91,1005.52,124.99,880.53,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000176,CONTRACT-000026,2026-04-01,2026-05-03,2026-05-13,506.88,506.88,531.47,76,455.47,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000177,CONTRACT-000027,2026-04-01,2026-05-03,2026-05-13,639.98,590.91,656.58,105.51,551.07,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000178,CONTRACT-000028,2026-04-01,2026-05-03,2026-05-13,642.88,546.84,659.31,104.04,555.27,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000179,CONTRACT-000029,2026-04-01,2026-05-03,2026-05-13,866.21,563.99,869.24,104.83,764.41,OPEN,NULL,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000180,CONTRACT-000030,2026-04-01,2026-05-03,2026-05-13,832.36,691.51,837.42,119.83,717.59,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000181,CONTRACT-000031,2026-04-01,2026-05-03,2026-05-13,590.6,590.6,610.16,102.32,507.84,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000182,CONTRACT-000032,2026-04-01,2026-05-03,2026-05-13,741.37,629.54,751.89,111.28,640.61,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000183,CONTRACT-000033,2026-04-01,2026-05-03,2026-05-13,1073.96,852.33,1064.52,186.29,878.23,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000184,CONTRACT-000034,2026-04-01,2026-05-03,2026-05-13,861.97,645.51,865.25,105.56,759.69,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000185,CONTRACT-000035,2026-04-01,2026-05-03,2026-05-13,422.98,401.4,452.6,66.17,386.43,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000186,CONTRACT-000036,2026-04-01,2026-05-03,2026-05-13,1001.68,832.99,996.58,194.23,802.35,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000187,CONTRACT-000037,2026-04-01,2026-05-03,2026-05-13,816.71,718.17,822.71,162.9,659.81,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000188,CONTRACT-000038,2026-04-01,2026-05-03,2026-05-13,672.92,491.11,687.54,97.77,589.77,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000189,CONTRACT-000039,2026-04-01,2026-05-03,2026-05-13,313.39,207.18,349.59,44.92,304.67,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000190,CONTRACT-000040,2026-04-01,2026-05-03,2026-05-13,467.33,378,494.29,95.55,398.74,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000191,CONTRACT-000041,2026-04-01,2026-05-03,2026-05-13,907.03,752.4,907.61,147.03,760.58,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000192,CONTRACT-000042,2026-04-01,2026-05-03,2026-05-13,807.71,529.15,814.25,146.65,667.6,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000193,CONTRACT-000043,2026-04-01,2026-05-03,2026-05-13,980.51,619.82,976.68,183.62,793.06,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000194,CONTRACT-000044,2026-04-01,2026-05-03,2026-05-13,663.43,548.85,678.62,113.8,564.82,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000195,CONTRACT-000045,2026-04-01,2026-05-03,2026-05-13,985.04,975.04,980.94,157.54,823.4,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000196,CONTRACT-000046,2026-04-01,2026-05-03,2026-05-13,1170.65,877.9,1155.41,215.25,940.16,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000197,CONTRACT-000047,2026-04-01,2026-05-03,2026-05-13,924.52,923.99,924.05,124.01,800.04,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000198,CONTRACT-000048,2026-04-01,2026-05-03,2026-05-13,756.61,504.02,766.21,111.71,654.5,OPEN,NULL,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000199,CONTRACT-000049,2026-04-01,2026-05-03,2026-05-13,463.83,315.9,491,55.68,435.32,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000200,CONTRACT-000050,2026-04-01,2026-05-03,2026-05-13,726.47,598.31,737.88,140.79,597.09,OPEN,NULL,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000201,CONTRACT-000051,2026-04-01,2026-05-03,2026-05-13,893.72,797.54,895.1,93.18,801.92,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000202,CONTRACT-000052,2026-04-01,2026-05-03,2026-05-13,537.15,481.89,559.92,57.84,502.08,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000203,CONTRACT-000053,2026-04-01,2026-05-03,2026-05-13,919.89,919.89,919.7,157.82,761.88,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000204,CONTRACT-000054,2026-04-01,2026-05-03,2026-05-13,394.24,296.84,425.59,57.07,368.52,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000205,CONTRACT-000055,2026-04-01,2026-05-03,2026-05-13,233.9,216.9,274.87,53.43,221.44,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000206,CONTRACT-000056,2026-04-01,2026-05-03,2026-05-13,697.32,697.32,710.48,129.66,580.82,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000207,CONTRACT-000057,2026-04-01,2026-05-03,2026-05-13,255.43,201.84,295.1,55.48,239.62,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000208,CONTRACT-000058,2026-04-01,2026-05-03,2026-05-13,771,716.68,779.74,124.6,655.14,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000209,CONTRACT-000059,2026-04-01,2026-05-03,2026-05-13,1409.59,1002.48,1380.01,194.86,1185.15,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000210,CONTRACT-000060,2026-04-01,2026-05-03,2026-05-13,1166.76,852.67,1151.75,144.2,1007.55,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000211,CONTRACT-000061,2026-04-01,2026-05-03,2026-05-13,1115.43,828.85,1103.5,131.21,972.29,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000212,CONTRACT-000062,2026-04-01,2026-05-03,2026-05-13,714.52,714.52,726.65,144.53,582.12,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000213,CONTRACT-000063,2026-04-01,2026-05-03,2026-05-13,539.02,428.13,561.68,76.05,485.63,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000214,CONTRACT-000064,2026-04-01,2026-05-03,2026-05-13,441.6,422.77,470.1,69.39,400.71,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000215,CONTRACT-000065,2026-04-01,2026-05-03,2026-05-13,723.54,598.75,735.13,131.59,603.54,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000216,CONTRACT-000066,2026-04-01,2026-05-03,2026-05-13,396.86,263.39,428.05,46.79,381.26,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000217,CONTRACT-000067,2026-04-01,2026-05-03,2026-05-13,857.54,741.37,861.09,137.52,723.57,OPEN,NULL,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000218,CONTRACT-000068,2026-04-01,2026-05-03,2026-05-13,646.61,553.24,662.81,83.65,579.16,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000219,CONTRACT-000069,2026-04-01,2026-05-03,2026-05-13,332.31,309.9,367.37,44.05,323.32,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000220,CONTRACT-000070,2026-04-01,2026-05-03,2026-05-13,909.82,624.09,910.23,100.67,809.56,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000221,CONTRACT-000071,2026-04-01,2026-05-03,2026-05-13,1017.27,747.73,1011.23,129.13,882.1,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000222,CONTRACT-000072,2026-04-01,2026-05-03,2026-05-13,333.05,267.65,368.07,64.19,303.88,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000223,CONTRACT-000073,2026-04-01,2026-05-03,2026-05-13,826.01,731.01,831.45,114.32,717.13,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000224,CONTRACT-000074,2026-04-01,2026-05-03,2026-05-13,343.92,302.72,378.28,58.14,320.14,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000225,CONTRACT-000075,2026-04-01,2026-05-03,2026-05-13,911.27,792.84,911.59,151.6,759.99,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000226,CONTRACT-000076,2026-04-01,2026-05-03,2026-05-13,474.15,346.84,500.7,65.64,435.06,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000227,CONTRACT-000077,2026-04-01,2026-05-03,2026-05-13,1079.09,756.24,1069.34,176.12,893.22,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000228,CONTRACT-000078,2026-04-01,2026-05-03,2026-05-13,634.47,510.67,651.4,95.76,555.64,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000229,CONTRACT-000079,2026-04-01,2026-05-03,2026-05-13,705.01,513.18,717.71,137.23,580.48,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000230,CONTRACT-000080,2026-04-01,2026-05-03,2026-05-13,682.46,536.03,696.51,132.13,564.38,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000231,CONTRACT-000081,2026-04-01,2026-05-03,2026-05-13,568.55,510.04,589.44,88.77,500.67,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000232,CONTRACT-000082,2026-04-01,2026-05-03,2026-05-13,568.01,534.74,588.93,97.35,491.58,OPEN,NULL,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000233,CONTRACT-000083,2026-04-01,2026-05-03,2026-05-13,606.53,560.19,625.14,73.45,551.69,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000234,CONTRACT-000084,2026-04-01,2026-05-03,2026-05-13,816.78,767.67,822.77,149.25,673.52,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000235,CONTRACT-000085,2026-04-01,2026-05-03,2026-05-13,756.6,517.76,766.2,111.02,655.18,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000236,CONTRACT-000086,2026-04-01,2026-05-03,2026-05-13,1335.73,957.71,1310.59,169.33,1141.26,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000237,CONTRACT-000087,2026-04-01,2026-05-03,2026-05-13,683.81,479.15,697.78,71.03,626.75,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000238,CONTRACT-000088,2026-04-01,2026-05-03,2026-05-13,694.69,672.39,708.01,79.16,628.85,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000239,CONTRACT-000089,2026-04-01,2026-05-03,2026-05-13,938.18,819.68,936.89,112.61,824.28,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000240,CONTRACT-000090,2026-04-01,2026-05-03,2026-05-13,685.97,591.82,699.81,123.87,575.94,PAID,2026-05-10T13:00:00Z,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
INV-000241,CONTRACT-000091,2026-04-01,2026-05-03,2026-05-13,852.54,561.15,856.39,122.55,733.84,OPEN,NULL,2026-05-06T10:00:00Z,2026-08-01T10:00:00Z,batch-20260801-001
